"Bairro","preco","Data","Dormitorios"
"BUTANTÃ","7349 ",2018-02-01,"1"
"CAMPO BELO","10943 ",2018-02-01,"1"
"CAMPO GRANDE",NA,2018-02-01,"1"
"CAMPO LIMPO","4724 ",2018-02-01,"1"
"CANGAÍBA","4801 ",2018-02-01,"1"
"CASA VERDE","6534 ",2018-02-01,"1"
"CENTRO","7008 ",2018-02-01,"1"
"CHÁCARA KLABIN","10995 ",2018-02-01,"1"
"CONSOLAÇÃO","10613 ",2018-02-01,"1"
"FREGUESIA DO Ó",NA,2018-02-01,"1"
"HIGIENÓPOLIS","9860 ",2018-02-01,"1"
"INTERLAGOS","6277 ",2018-02-01,"1"
"IPIRANGA","8072 ",2018-02-01,"1"
"ITAIM BIBI","14627 ",2018-02-01,"1"
"ITAIM PAULISTA",NA,2018-02-01,"1"
"ITAQUERA","4740 ",2018-02-01,"1"
"JABAQUARA","7816 ",2018-02-01,"1"
"JAGUARÉ","6446 ",2018-02-01,"1"
"JARDIM AMÉRICA","12850 ",2018-02-01,"1"
"JARDIM MARAJOARA","6600 ",2018-02-01,"1"
"JARDIM PAULISTA","12638 ",2018-02-01,"1"
"JARDIM SAÚDE",NA,2018-02-01,"1"
"JARDINS","13207 ",2018-02-01,"1"
"LAPA",NA,2018-02-01,"1"
"LIMÃO","6693 ",2018-02-01,"1"
"MOEMA","11163 ",2018-02-01,"1"
"MOOCA","6459 ",2018-02-01,"1"
"MORUMBI","7148 ",2018-02-01,"1"
"PANAMBY","7367 ",2018-02-01,"1"
"PARAÍSO","11608 ",2018-02-01,"1"
"PENHA","5612 ",2018-02-01,"1"
"PERDIZES","11080 ",2018-02-01,"1"
"PINHEIROS","12808 ",2018-02-01,"1"
"PIRITUBA","5480 ",2018-02-01,"1"
"POMPÉIA","11034 ",2018-02-01,"1"
"REAL PARQUE","7100 ",2018-02-01,"1"
"SACOMÃ","5927 ",2018-02-01,"1"
"SANTA CECÍLIA","7876 ",2018-02-01,"1"
"SANTANA","8071 ",2018-02-01,"1"
"SÃO MATEUS","5104 ",2018-02-01,"1"
"SÃO MIGUEL PAULISTA",NA,2018-02-01,"1"
"SAPOPEMBA",NA,2018-02-01,"1"
"SAÚDE","9826 ",2018-02-01,"1"
"TATUAPÉ","8700 ",2018-02-01,"1"
"TUCURUVI","7248 ",2018-02-01,"1"
"VILA ANDRADE","7009 ",2018-02-01,"1"
"VILA CARRÃO","6175 ",2018-02-01,"1"
"VILA CLEMENTINO","9005 ",2018-02-01,"1"
"VILA FORMOSA","7696 ",2018-02-01,"1"
"VILA LEOPOLDINA","8653 ",2018-02-01,"1"
"VILA MARIA","7341 ",2018-02-01,"1"
"VILA MARIANA","10791 ",2018-02-01,"1"
"VILA MASCOTE","8286 ",2018-02-01,"1"
"VILA NOVA CONCEIÇÃO","15114 ",2018-02-01,"1"
"VILA OLÍMPIA","14092 ",2018-02-01,"1"
"VILA PRUDENTE","6501 ",2018-02-01,"1"
"VILA ROMANA","8323 ",2018-02-01,"1"
"VILA SÔNIA","6818 ",2018-02-01,"1"
"ACLIMAÇÃO","8800 ",2019-02-01,"1"
"ALTO DA BOA VISTA","10431 ",2019-02-01,"1"
"BARRA FUNDA","9144 ",2019-02-01,"1"
"BELA VISTA","8655 ",2019-02-01,"1"
"BELÉM","5879 ",2019-02-01,"1"
"BRÁS","6707 ",2019-02-01,"1"
"BROOKLIN PAULISTA","12227 ",2019-02-01,"1"
"BUTANTÃ","7168 ",2019-02-01,"1"
"CAMPO BELO","11136 ",2019-02-01,"1"
"CAMPO GRANDE","6131 ",2019-02-01,"1"
"CAMPO LIMPO","4770 ",2019-02-01,"1"
"CANGAÍBA","5025 ",2019-02-01,"1"
"CASA VERDE","6512 ",2019-02-01,"1"
"CENTRO","7056 ",2019-02-01,"1"
"CHÁCARA KLABIN","11500 ",2019-02-01,"1"
"CONSOLAÇÃO","10241 ",2019-02-01,"1"
"FREGUESIA DO Ó","6558 ",2019-02-01,"1"
"HIGIENÓPOLIS","10435 ",2019-02-01,"1"
"INTERLAGOS","6322 ",2019-02-01,"1"
"IPIRANGA","7925 ",2019-02-01,"1"
"ITAIM BIBI","14346 ",2019-02-01,"1"
"ITAIM PAULISTA",NA,2019-02-01,"1"
"ITAQUERA","4603 ",2019-02-01,"1"
"JABAQUARA","7608 ",2019-02-01,"1"
"JAGUARÉ","6662 ",2019-02-01,"1"
"JARDIM AMÉRICA","12727 ",2019-02-01,"1"
"JARDIM MARAJOARA","6346 ",2019-02-01,"1"
"JARDIM PAULISTA","12532 ",2019-02-01,"1"
"JARDIM SAÚDE","7757 ",2019-02-01,"1"
"JARDINS","12459 ",2019-02-01,"1"
"LAPA",NA,2019-02-01,"1"
"LIMÃO","7472 ",2019-02-01,"1"
"MOEMA","11282 ",2019-02-01,"1"
"MOOCA","6379 ",2019-02-01,"1"
"MORUMBI","7095 ",2019-02-01,"1"
"PANAMBY","7647 ",2019-02-01,"1"
"PARAÍSO","10368 ",2019-02-01,"1"
"PENHA","5571 ",2019-02-01,"1"
"PERDIZES","11060 ",2019-02-01,"1"
"PINHEIROS","13449 ",2019-02-01,"1"
"PIRITUBA","5519 ",2019-02-01,"1"
"POMPÉIA","11211 ",2019-02-01,"1"
"REAL PARQUE","7803 ",2019-02-01,"1"
"SACOMÃ","5596 ",2019-02-01,"1"
"SANTA CECÍLIA","8003 ",2019-02-01,"1"
"SANTANA","8369 ",2019-02-01,"1"
"SÃO MATEUS","5017 ",2019-02-01,"1"
"SÃO MIGUEL PAULISTA",NA,2019-02-01,"1"
"SAPOPEMBA",NA,2019-02-01,"1"
"SAÚDE","9740 ",2019-02-01,"1"
"TATUAPÉ","8638 ",2019-02-01,"1"
"TUCURUVI","6886 ",2019-02-01,"1"
"VILA ANDRADE","7045 ",2019-02-01,"1"
"VILA CARRÃO","6044 ",2019-02-01,"1"
"VILA CLEMENTINO","9711 ",2019-02-01,"1"
"VILA FORMOSA","8040 ",2019-02-01,"1"
"VILA LEOPOLDINA","9260 ",2019-02-01,"1"
"VILA MARIA","6999 ",2019-02-01,"1"
"VILA MARIANA","10748 ",2019-02-01,"1"
"VILA MASCOTE","8206 ",2019-02-01,"1"
"VILA NOVA CONCEIÇÃO","14814 ",2019-02-01,"1"
"VILA OLÍMPIA","14470 ",2019-02-01,"1"
"VILA PRUDENTE","6389 ",2019-02-01,"1"
"VILA ROMANA","7233 ",2019-02-01,"1"
"VILA SÔNIA","5055 ",2019-02-01,"1"
"ACLIMAÇÃO","7645 ",2018-02-01,"2"
"ALTO DA BOA VISTA","8715 ",2018-02-01,"2"
"BARRA FUNDA","8463 ",2018-02-01,"2"
"BELA VISTA","7667 ",2018-02-01,"2"
"BELÉM","6600 ",2018-02-01,"2"
"BRÁS","5929 ",2018-02-01,"2"
"BROOKLIN PAULISTA","10757 ",2018-02-01,"2"
"BUTANTÃ","5715 ",2018-02-01,"2"
"CAMPO BELO","9804 ",2018-02-01,"2"
"CAMPO GRANDE","5770 ",2018-02-01,"2"
"CAMPO LIMPO","4594 ",2018-02-01,"2"
"CANGAÍBA","4797 ",2018-02-01,"2"
"CASA VERDE","6527 ",2018-02-01,"2"
"CENTRO","6573 ",2018-02-01,"2"
"CHÁCARA KLABIN","10091 ",2018-02-01,"2"
"CONSOLAÇÃO","9463 ",2018-02-01,"2"
"FREGUESIA DO Ó","5965 ",2018-02-01,"2"
"HIGIENÓPOLIS","9015 ",2018-02-01,"2"
"INTERLAGOS","6146 ",2018-02-01,"2"
"IPIRANGA","7327 ",2018-02-01,"2"
"ITAIM BIBI","11261 ",2018-02-01,"2"
"ITAIM PAULISTA","3807 ",2018-02-01,"2"
"ITAQUERA","4348 ",2018-02-01,"2"
"JABAQUARA","6418 ",2018-02-01,"2"
"JAGUARÉ","6403 ",2018-02-01,"2"
"JARDIM AMÉRICA","11072 ",2018-02-01,"2"
"JARDIM MARAJOARA","6451 ",2018-02-01,"2"
"JARDIM PAULISTA","10210 ",2018-02-01,"2"
"JARDIM SAÚDE","6525 ",2018-02-01,"2"
"JARDINS","10363 ",2018-02-01,"2"
"LAPA",NA,2018-02-01,"2"
"LIMÃO","6186 ",2018-02-01,"2"
"MOEMA","10690 ",2018-02-01,"2"
"MOOCA","6713 ",2018-02-01,"2"
"MORUMBI","6233 ",2018-02-01,"2"
"PANAMBY","6962 ",2018-02-01,"2"
"PARAÍSO","9036 ",2018-02-01,"2"
"PENHA","5451 ",2018-02-01,"2"
"PERDIZES","8877 ",2018-02-01,"2"
"PINHEIROS","10555 ",2018-02-01,"2"
"PIRITUBA","5485 ",2018-02-01,"2"
"POMPÉIA","9715 ",2018-02-01,"2"
"REAL PARQUE","6809 ",2018-02-01,"2"
"SACOMÃ","5816 ",2018-02-01,"2"
"SANTA CECÍLIA","7393 ",2018-02-01,"2"
"SANTANA","6513 ",2018-02-01,"2"
"SÃO MATEUS","4322 ",2018-02-01,"2"
"SÃO MIGUEL PAULISTA","4106 ",2018-02-01,"2"
"SAPOPEMBA","4719 ",2018-02-01,"2"
"SAÚDE","7916 ",2018-02-01,"2"
"TATUAPÉ","6987 ",2018-02-01,"2"
"TUCURUVI","6148 ",2018-02-01,"2"
"VILA ANDRADE","6233 ",2018-02-01,"2"
"VILA CARRÃO","6277 ",2018-02-01,"2"
"VILA CLEMENTINO","8704 ",2018-02-01,"2"
"VILA FORMOSA","6145 ",2018-02-01,"2"
"VILA LEOPOLDINA","9094 ",2018-02-01,"2"
"VILA MARIA","6315 ",2018-02-01,"2"
"VILA MARIANA","9243 ",2018-02-01,"2"
"VILA MASCOTE","7135 ",2018-02-01,"2"
"VILA NOVA CONCEIÇÃO","13031 ",2018-02-01,"2"
"VILA OLÍMPIA","10567 ",2018-02-01,"2"
"VILA PRUDENTE","6086 ",2018-02-01,"2"
"VILA ROMANA","9546 ",2018-02-01,"2"
"VILA SÔNIA","6229 ",2018-02-01,"2"
"ACLIMAÇÃO","7645 ",2019-02-01,"2"
"ALTO DA BOA VISTA","9096 ",2019-02-01,"2"
"BARRA FUNDA","8363 ",2019-02-01,"2"
"BELA VISTA","7553 ",2019-02-01,"2"
"BELÉM","6583 ",2019-02-01,"2"
"BRÁS","5940 ",2019-02-01,"2"
"BROOKLIN PAULISTA","10848 ",2019-02-01,"2"
"BUTANTÃ","5587 ",2019-02-01,"2"
"CAMPO BELO","9635 ",2019-02-01,"2"
"CAMPO GRANDE","5722 ",2019-02-01,"2"
"CAMPO LIMPO","4694 ",2019-02-01,"2"
"CANGAÍBA","4796 ",2019-02-01,"2"
"CASA VERDE","6406 ",2019-02-01,"2"
"CENTRO","6268 ",2019-02-01,"2"
"CHÁCARA KLABIN","10250 ",2019-02-01,"2"
"CONSOLAÇÃO","9212 ",2019-02-01,"2"
"FREGUESIA DO Ó","5868 ",2019-02-01,"2"
"HIGIENÓPOLIS","9052 ",2019-02-01,"2"
"INTERLAGOS","6067 ",2019-02-01,"2"
"IPIRANGA","7520 ",2019-02-01,"2"
"ITAIM BIBI","11278 ",2019-02-01,"2"
"ITAIM PAULISTA","3671 ",2019-02-01,"2"
"ITAQUERA","4367 ",2019-02-01,"2"
"JABAQUARA","6250 ",2019-02-01,"2"
"JAGUARÉ","6318 ",2019-02-01,"2"
"JARDIM AMÉRICA","11474 ",2019-02-01,"2"
"JARDIM MARAJOARA","6346 ",2019-02-01,"2"
"JARDIM PAULISTA","10491 ",2019-02-01,"2"
"JARDIM SAÚDE","6382 ",2019-02-01,"2"
"JARDINS","10712 ",2019-02-01,"2"
"LAPA","6510 ",2019-02-01,"2"
"LIMÃO","6023 ",2019-02-01,"2"
"MOEMA","10611 ",2019-02-01,"2"
"MOOCA","6546 ",2019-02-01,"2"
"MORUMBI","6196 ",2019-02-01,"2"
"PANAMBY","7165 ",2019-02-01,"2"
"PARAÍSO","8982 ",2019-02-01,"2"
"PENHA","5467 ",2019-02-01,"2"
"PERDIZES","8727 ",2019-02-01,"2"
"PINHEIROS","10466 ",2019-02-01,"2"
"PIRITUBA","5452 ",2019-02-01,"2"
"POMPÉIA","9529 ",2019-02-01,"2"
"REAL PARQUE","6744 ",2019-02-01,"2"
"SACOMÃ","5810 ",2019-02-01,"2"
"SANTA CECÍLIA","7422 ",2019-02-01,"2"
"SANTANA","6491 ",2019-02-01,"2"
"SÃO MATEUS","4405 ",2019-02-01,"2"
"SÃO MIGUEL PAULISTA","4078 ",2019-02-01,"2"
"SAPOPEMBA","4891 ",2019-02-01,"2"
"SAÚDE","8111 ",2019-02-01,"2"
"TATUAPÉ","7037 ",2019-02-01,"2"
"TUCURUVI","6242 ",2019-02-01,"2"
"VILA ANDRADE","6188 ",2019-02-01,"2"
"VILA CARRÃO","6261 ",2019-02-01,"2"
"VILA CLEMENTINO","8719 ",2019-02-01,"2"
"VILA FORMOSA","6248 ",2019-02-01,"2"
"VILA LEOPOLDINA","9237 ",2019-02-01,"2"
"VILA MARIA","6540 ",2019-02-01,"2"
"VILA MARIANA","9083 ",2019-02-01,"2"
"VILA MASCOTE","7231 ",2019-02-01,"2"
"VILA NOVA CONCEIÇÃO","11544 ",2019-02-01,"2"
"VILA OLÍMPIA","10721 ",2019-02-01,"2"
"VILA PRUDENTE","6158 ",2019-02-01,"2"
"VILA ROMANA","9442 ",2019-02-01,"2"
"VILA SÔNIA","6342 ",2019-02-01,"2"
"ACLIMAÇÃO","8449 ",2018-02-01,"3"
"ALTO DA BOA VISTA","8016 ",2018-02-01,"3"
"BARRA FUNDA","8757 ",2018-02-01,"3"
"BELA VISTA","7649 ",2018-02-01,"3"
"BELÉM","6550 ",2018-02-01,"3"
"BRÁS","6579 ",2018-02-01,"3"
"BROOKLIN PAULISTA","10037 ",2018-02-01,"3"
"BUTANTÃ","6060 ",2018-02-01,"3"
"CAMPO BELO","9088 ",2018-02-01,"3"
"CAMPO GRANDE","6033 ",2018-02-01,"3"
"CAMPO LIMPO","4605 ",2018-02-01,"3"
"CANGAÍBA","4702 ",2018-02-01,"3"
"CASA VERDE","6683 ",2018-02-01,"3"
"CENTRO","6054 ",2018-02-01,"3"
"CHÁCARA KLABIN","9524 ",2018-02-01,"3"
"CONSOLAÇÃO","8367 ",2018-02-01,"3"
"FREGUESIA DO Ó","6360 ",2018-02-01,"3"
"HIGIENÓPOLIS","9175 ",2018-02-01,"3"
"INTERLAGOS","6109 ",2018-02-01,"3"
"IPIRANGA","7989 ",2018-02-01,"3"
"ITAIM BIBI","10696 ",2018-02-01,"3"
"ITAIM PAULISTA","3599 ",2018-02-01,"3"
"ITAQUERA","4475 ",2018-02-01,"3"
"JABAQUARA","6749 ",2018-02-01,"3"
"JAGUARÉ","6415 ",2018-02-01,"3"
"JARDIM AMÉRICA","11135 ",2018-02-01,"3"
"JARDIM MARAJOARA","6542 ",2018-02-01,"3"
"JARDIM PAULISTA","9933 ",2018-02-01,"3"
"JARDIM SAÚDE","7196 ",2018-02-01,"3"
"JARDINS","10160 ",2018-02-01,"3"
"LAPA",NA,2018-02-01,"3"
"LIMÃO","6394 ",2018-02-01,"3"
"MOEMA","10179 ",2018-02-01,"3"
"MOOCA","7318 ",2018-02-01,"3"
"MORUMBI","5858 ",2018-02-01,"3"
"PANAMBY","6889 ",2018-02-01,"3"
"PARAÍSO","8628 ",2018-02-01,"3"
"PENHA","5781 ",2018-02-01,"3"
"PERDIZES","9041 ",2018-02-01,"3"
"PINHEIROS","9883 ",2018-02-01,"3"
"PIRITUBA","6168 ",2018-02-01,"3"
"POMPÉIA","9443 ",2018-02-01,"3"
"REAL PARQUE","6581 ",2018-02-01,"3"
"SACOMÃ","5737 ",2018-02-01,"3"
"SANTA CECÍLIA","7851 ",2018-02-01,"3"
"SANTANA","6966 ",2018-02-01,"3"
"SÃO MATEUS","4546 ",2018-02-01,"3"
"SÃO MIGUEL PAULISTA","4396 ",2018-02-01,"3"
"SAPOPEMBA","4737 ",2018-02-01,"3"
"SAÚDE","7999 ",2018-02-01,"3"
"TATUAPÉ","7044 ",2018-02-01,"3"
"TUCURUVI","6398 ",2018-02-01,"3"
"VILA ANDRADE","5923 ",2018-02-01,"3"
"VILA CARRÃO","6785 ",2018-02-01,"3"
"VILA CLEMENTINO","9354 ",2018-02-01,"3"
"VILA FORMOSA","6399 ",2018-02-01,"3"
"VILA LEOPOLDINA","9660 ",2018-02-01,"3"
"VILA MARIA","6960 ",2018-02-01,"3"
"VILA MARIANA","9331 ",2018-02-01,"3"
"VILA MASCOTE","7954 ",2018-02-01,"3"
"VILA NOVA CONCEIÇÃO","15556 ",2018-02-01,"3"
"VILA OLÍMPIA","10336 ",2018-02-01,"3"
"VILA PRUDENTE","6498 ",2018-02-01,"3"
"VILA ROMANA","9938 ",2018-02-01,"3"
"VILA SÔNIA","6251 ",2018-02-01,"3"
"ACLIMAÇÃO","8484 ",2019-02-01,"3"
"ALTO DA BOA VISTA","8103 ",2019-02-01,"3"
"BARRA FUNDA","8620 ",2019-02-01,"3"
"BELA VISTA","7630 ",2019-02-01,"3"
"BELÉM","6485 ",2019-02-01,"3"
"BRÁS","6635 ",2019-02-01,"3"
"BROOKLIN PAULISTA","9773 ",2019-02-01,"3"
"BUTANTÃ","6044 ",2019-02-01,"3"
"CAMPO BELO","9011 ",2019-02-01,"3"
"CAMPO GRANDE","6080 ",2019-02-01,"3"
"CAMPO LIMPO","4560 ",2019-02-01,"3"
"CANGAÍBA","4820 ",2019-02-01,"3"
"CASA VERDE","6702 ",2019-02-01,"3"
"CENTRO","5912 ",2019-02-01,"3"
"CHÁCARA KLABIN","9587 ",2019-02-01,"3"
"CONSOLAÇÃO","8423 ",2019-02-01,"3"
"FREGUESIA DO Ó","6336 ",2019-02-01,"3"
"HIGIENÓPOLIS","9433 ",2019-02-01,"3"
"INTERLAGOS","6018 ",2019-02-01,"3"
"IPIRANGA","7906 ",2019-02-01,"3"
"ITAIM BIBI","10967 ",2019-02-01,"3"
"ITAIM PAULISTA","3846 ",2019-02-01,"3"
"ITAQUERA","4545 ",2019-02-01,"3"
"JABAQUARA","6583 ",2019-02-01,"3"
"JAGUARÉ","6329 ",2019-02-01,"3"
"JARDIM AMÉRICA","11521 ",2019-02-01,"3"
"JARDIM MARAJOARA","6498 ",2019-02-01,"3"
"JARDIM PAULISTA","10277 ",2019-02-01,"3"
"JARDIM SAÚDE","7258 ",2019-02-01,"3"
"JARDINS","10454 ",2019-02-01,"3"
"LAPA","4551 ",2019-02-01,"3"
"LIMÃO","6312 ",2019-02-01,"3"
"MOEMA","10315 ",2019-02-01,"3"
"MOOCA","7365 ",2019-02-01,"3"
"MORUMBI","5896 ",2019-02-01,"3"
"PANAMBY","7130 ",2019-02-01,"3"
"PARAÍSO","8964 ",2019-02-01,"3"
"PENHA","5788 ",2019-02-01,"3"
"PERDIZES","8836 ",2019-02-01,"3"
"PINHEIROS","9955 ",2019-02-01,"3"
"PIRITUBA","6083 ",2019-02-01,"3"
"POMPÉIA","9407 ",2019-02-01,"3"
"REAL PARQUE","6529 ",2019-02-01,"3"
"SACOMÃ","5737 ",2019-02-01,"3"
"SANTA CECÍLIA","8142 ",2019-02-01,"3"
"SANTANA","6871 ",2019-02-01,"3"
"SÃO MATEUS","4451 ",2019-02-01,"3"
"SÃO MIGUEL PAULISTA","4431 ",2019-02-01,"3"
"SAPOPEMBA","4935 ",2019-02-01,"3"
"SAÚDE","8199 ",2019-02-01,"3"
"TATUAPÉ","7159 ",2019-02-01,"3"
"TUCURUVI","6276 ",2019-02-01,"3"
"VILA ANDRADE","5956 ",2019-02-01,"3"
"VILA CARRÃO","6730 ",2019-02-01,"3"
"VILA CLEMENTINO","9265 ",2019-02-01,"3"
"VILA FORMOSA","6376 ",2019-02-01,"3"
"VILA LEOPOLDINA","9596 ",2019-02-01,"3"
"VILA MARIA","6843 ",2019-02-01,"3"
"VILA MARIANA","9261 ",2019-02-01,"3"
"VILA MASCOTE","7959 ",2019-02-01,"3"
"VILA NOVA CONCEIÇÃO","15749 ",2019-02-01,"3"
"VILA OLÍMPIA","10421 ",2019-02-01,"3"
"VILA PRUDENTE","6583 ",2019-02-01,"3"
"VILA ROMANA","9840 ",2019-02-01,"3"
"VILA SÔNIA","6458 ",2019-02-01,"3"
"ACLIMAÇÃO","9423 ",2018-02-01,"4"
"ALTO DA BOA VISTA","8364 ",2018-02-01,"4"
"BARRA FUNDA","9079 ",2018-02-01,"4"
"BELA VISTA","8005 ",2018-02-01,"4"
"BELÉM","6161 ",2018-02-01,"4"
"BRÁS",NA,2018-02-01,"4"
"BROOKLIN PAULISTA","10145 ",2018-02-01,"4"
"BUTANTÃ","6395 ",2018-02-01,"4"
"CAMPO BELO","9826 ",2018-02-01,"4"
"CAMPO GRANDE","7227 ",2018-02-01,"4"
"CAMPO LIMPO",NA,2018-02-01,"4"
"CANGAÍBA",NA,2018-02-01,"4"
"CASA VERDE","8844 ",2018-02-01,"4"
"CENTRO","6921 ",2018-02-01,"4"
"CHÁCARA KLABIN","10199 ",2018-02-01,"4"
"CONSOLAÇÃO","9629 ",2018-02-01,"4"
"FREGUESIA DO Ó","5227 ",2018-02-01,"4"
"HIGIENÓPOLIS","10228 ",2018-02-01,"4"
"INTERLAGOS","6824 ",2018-02-01,"4"
"IPIRANGA","8215 ",2018-02-01,"4"
"ITAIM BIBI","13062 ",2018-02-01,"4"
"ITAIM PAULISTA",NA,2018-02-01,"4"
"ITAQUERA",NA,2018-02-01,"4"
"JABAQUARA","7720 ",2018-02-01,"4"
"JAGUARÉ","7296 ",2018-02-01,"4"
"JARDIM AMÉRICA","12439 ",2018-02-01,"4"
"JARDIM MARAJOARA","7231 ",2018-02-01,"4"
"JARDIM PAULISTA","11475 ",2018-02-01,"4"
"JARDIM SAÚDE","6329 ",2018-02-01,"4"
"JARDINS","11782 ",2018-02-01,"4"
"LAPA",NA,2018-02-01,"4"
"LIMÃO",NA,2018-02-01,"4"
"MOEMA","10665 ",2018-02-01,"4"
"MOOCA","7108 ",2018-02-01,"4"
"MORUMBI","5181 ",2018-02-01,"4"
"PANAMBY","7151 ",2018-02-01,"4"
"PARAÍSO","11497 ",2018-02-01,"4"
"PENHA","4052 ",2018-02-01,"4"
"PERDIZES","10223 ",2018-02-01,"4"
"PINHEIROS","11066 ",2018-02-01,"4"
"PIRITUBA","8165 ",2018-02-01,"4"
"POMPÉIA","10172 ",2018-02-01,"4"
"REAL PARQUE","6453 ",2018-02-01,"4"
"SACOMÃ",NA,2018-02-01,"4"
"SANTA CECÍLIA","9309 ",2018-02-01,"4"
"SANTANA","7759 ",2018-02-01,"4"
"SÃO MATEUS",NA,2018-02-01,"4"
"SÃO MIGUEL PAULISTA",NA,2018-02-01,"4"
"SAPOPEMBA",NA,2018-02-01,"4"
"SAÚDE","8601 ",2018-02-01,"4"
"TATUAPÉ","7196 ",2018-02-01,"4"
"TUCURUVI","6076 ",2018-02-01,"4"
"VILA ANDRADE","5616 ",2018-02-01,"4"
"VILA CARRÃO","5932 ",2018-02-01,"4"
"VILA CLEMENTINO","9641 ",2018-02-01,"4"
"VILA FORMOSA","5642 ",2018-02-01,"4"
"VILA LEOPOLDINA","10081 ",2018-02-01,"4"
"VILA MARIA","8912 ",2018-02-01,"4"
"VILA MARIANA","10969 ",2018-02-01,"4"
"VILA MASCOTE","8194 ",2018-02-01,"4"
"VILA NOVA CONCEIÇÃO","18551 ",2018-02-01,"4"
"VILA OLÍMPIA","12623 ",2018-02-01,"4"
"VILA PRUDENTE","6749 ",2018-02-01,"4"
"VILA ROMANA","10527 ",2018-02-01,"4"
"VILA SÔNIA","5498 ",2018-02-01,"4"
"ACLIMAÇÃO","9420 ",2019-02-01,"4"
"ALTO DA BOA VISTA","8213 ",2019-02-01,"4"
"BARRA FUNDA","9022 ",2019-02-01,"4"
"BELA VISTA","7857 ",2019-02-01,"4"
"BELÉM","6682 ",2019-02-01,"4"
"BRÁS",NA,2019-02-01,"4"
"BROOKLIN PAULISTA","9953 ",2019-02-01,"4"
"BUTANTÃ","6577 ",2019-02-01,"4"
"CAMPO BELO","9584 ",2019-02-01,"4"
"CAMPO GRANDE","6956 ",2019-02-01,"4"
"CAMPO LIMPO",NA,2019-02-01,"4"
"CANGAÍBA",NA,2019-02-01,"4"
"CASA VERDE","6466 ",2019-02-01,"4"
"CENTRO","5747 ",2019-02-01,"4"
"CHÁCARA KLABIN","10433 ",2019-02-01,"4"
"CONSOLAÇÃO","10411 ",2019-02-01,"4"
"FREGUESIA DO Ó","4938 ",2019-02-01,"4"
"HIGIENÓPOLIS","10269 ",2019-02-01,"4"
"INTERLAGOS","6117 ",2019-02-01,"4"
"IPIRANGA","8318 ",2019-02-01,"4"
"ITAIM BIBI","13906 ",2019-02-01,"4"
"ITAIM PAULISTA",NA,2019-02-01,"4"
"ITAQUERA",NA,2019-02-01,"4"
"JABAQUARA","7444 ",2019-02-01,"4"
"JAGUARÉ","8112 ",2019-02-01,"4"
"JARDIM AMÉRICA","12752 ",2019-02-01,"4"
"JARDIM MARAJOARA","7295 ",2019-02-01,"4"
"JARDIM PAULISTA","11714 ",2019-02-01,"4"
"JARDIM SAÚDE","6176 ",2019-02-01,"4"
"JARDINS","11929 ",2019-02-01,"4"
"LAPA","8723 ",2019-02-01,"4"
"LIMÃO",NA,2019-02-01,"4"
"MOEMA","10947 ",2019-02-01,"4"
"MOOCA","6993 ",2019-02-01,"4"
"MORUMBI","5172 ",2019-02-01,"4"
"PANAMBY","7272 ",2019-02-01,"4"
"PARAÍSO","11996 ",2019-02-01,"4"
"PENHA","3907 ",2019-02-01,"4"
"PERDIZES","10394 ",2019-02-01,"4"
"PINHEIROS","11295 ",2019-02-01,"4"
"PIRITUBA","7586 ",2019-02-01,"4"
"POMPÉIA","10422 ",2019-02-01,"4"
"REAL PARQUE","6227 ",2019-02-01,"4"
"SACOMÃ","7286 ",2019-02-01,"4"
"SANTA CECÍLIA","9782 ",2019-02-01,"4"
"SANTANA","7611 ",2019-02-01,"4"
"SÃO MATEUS",NA,2019-02-01,"4"
"SÃO MIGUEL PAULISTA",NA,2019-02-01,"4"
"SAPOPEMBA",NA,2019-02-01,"4"
"SAÚDE","8403 ",2019-02-01,"4"
"TATUAPÉ","7351 ",2019-02-01,"4"
"TUCURUVI","5415 ",2019-02-01,"4"
"VILA ANDRADE","5583 ",2019-02-01,"4"
"VILA CARRÃO","6328 ",2019-02-01,"4"
"VILA CLEMENTINO","9872 ",2019-02-01,"4"
"VILA FORMOSA","5300 ",2019-02-01,"4"
"VILA LEOPOLDINA","9803 ",2019-02-01,"4"
"VILA MARIA","8069 ",2019-02-01,"4"
"VILA MARIANA","10993 ",2019-02-01,"4"
"VILA MASCOTE","8187 ",2019-02-01,"4"
"VILA NOVA CONCEIÇÃO","19300 ",2019-02-01,"4"
"VILA OLÍMPIA","12601 ",2019-02-01,"4"
"VILA PRUDENTE","7172 ",2019-02-01,"4"
"VILA ROMANA","10648 ",2019-02-01,"4"
"VILA SÔNIA","5563 ",2019-02-01,"4"
"ACLIMAÇÃO","8967 ",2018-03-01,"1"
"ALTO DA BOA VISTA","10107 ",2018-03-01,"1"
"BARRA FUNDA","9217 ",2018-03-01,"1"
"BELA VISTA","8482 ",2018-03-01,"1"
"BELÉM","5864 ",2018-03-01,"1"
"BRÁS","6636 ",2018-03-01,"1"
"BROOKLIN PAULISTA","11623 ",2018-03-01,"1"
"BUTANTÃ","7245 ",2018-03-01,"1"
"CAMPO BELO","10765 ",2018-03-01,"1"
"CAMPO GRANDE",NA,2018-03-01,"1"
"CAMPO LIMPO","4724 ",2018-03-01,"1"
"CANGAÍBA","4789 ",2018-03-01,"1"
"CASA VERDE","6443 ",2018-03-01,"1"
"CENTRO","6893 ",2018-03-01,"1"
"CHÁCARA KLABIN","11001 ",2018-03-01,"1"
